Lähdekansio;Tiedostonimi;Tunniste;Koko (KB);Luotu;Muokattu;Koko Tiedostopolku
Kesko vastaus 3.2.2026;2026-03-18_12-45_Fox_RZS139 - FELKODER.eml;.eml;1089.18;2026-03-23 13:40:02;2026-03-23 13:40:05;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-18_12-45_Fox_RZS139 - FELKODER.eml
Kesko vastaus 3.2.2026;2026-03-18_14-25_Fox_VS Markus ja Lukeå mittauksen tulokset ja omat hav.eml;.eml;45.82;2026-03-23 13:40:13;2026-03-23 13:40:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-18_14-25_Fox_VS Markus ja Lukeå mittauksen tulokset ja omat hav.eml
Kesko vastaus 3.2.2026;2026-03-18_15-15_Fox_Fwd The Blue Audi-Case  Airbag replacement..eml;.eml;2232.28;2026-03-23 13:42:14;2026-03-23 13:43:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-18_15-15_Fox_Fwd The Blue Audi-Case  Airbag replacement..eml
Kesko vastaus 3.2.2026;2026-03-18_15-57_Fox_Markus ja Lukeå mittauksen tulokset ja omat havain.eml;.eml;1683.29;2026-03-23 13:42:14;2026-03-23 13:43:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-18_15-57_Fox_Markus ja Lukeå mittauksen tulokset ja omat havain.eml
Kesko vastaus 3.2.2026;2026-03-18_16-44_Fox_Re VS Markus ja Lukeå mittauksen tulokset ja omat .eml;.eml;33.19;2026-03-23 13:42:14;2026-03-23 13:42:42;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-18_16-44_Fox_Re VS Markus ja Lukeå mittauksen tulokset ja omat .eml
Kesko vastaus 3.2.2026;2026-03-19_08-04_Fox_q7.eml;.eml;12.9;2026-03-23 13:40:02;2026-03-23 13:40:03;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-19_08-04_Fox_q7.eml
Kesko vastaus 3.2.2026;2026-03-19_09-56_Par_Vielä tämä viikko Onnimarkkinoiden tarjouksia.eml;.eml;94.41;2026-03-23 13:44:38;2026-03-23 13:44:43;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-19_09-56_Par_Vielä tämä viikko Onnimarkkinoiden tarjouksia.eml
Kesko vastaus 3.2.2026;2026-03-20_13-41_Fox_TSV2682026 Lisätietopyyntö.eml;.eml;19.25;2026-03-23 13:40:03;2026-03-23 13:40:03;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-20_13-41_Fox_TSV2682026 Lisätietopyyntö.eml
Kesko vastaus 3.2.2026;2026-03-20_16-00_Fox_Re TSV2682026 Lisätietopyyntö.eml;.eml;20.6;2026-03-23 13:42:14;2026-03-23 13:42:42;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-20_16-00_Fox_Re TSV2682026 Lisätietopyyntö.eml
Kesko vastaus 3.2.2026;2026-03-22_19-26_Fox_Re TSV2682026 Lisätietopyyntö.eml;.eml;2046.29;2026-03-23 13:42:14;2026-03-23 13:42:41;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-22_19-26_Fox_Re TSV2682026 Lisätietopyyntö.eml
Kesko vastaus 3.2.2026;2026-03-22_19-46_Fox_Fwd VIIMEINEN TÄYDENNYSPYYNTÖ  GDPR ART. 15 TARKAS.eml;.eml;1450.65;2026-03-23 13:42:14;2026-03-23 13:42:39;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-22_19-46_Fox_Fwd VIIMEINEN TÄYDENNYSPYYNTÖ  GDPR ART. 15 TARKAS.eml
Kesko vastaus 3.2.2026;2026-03-22_20-15_Fox_Markus Kaprio ja AUDI Q7 vastausten tarkennus..eml;.eml;258.39;2026-03-23 13:42:14;2026-03-23 13:42:38;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Chronological_Logs\2026-03-22_20-15_Fox_Markus Kaprio ja AUDI Q7 vastausten tarkennus..eml
Kesko vastaus 3.2.2026;2022-03-18_11-56_audi-anschlussgarantie-garantiebedingungen_0818.pdf;.pdf;29.79;2026-03-23 13:43:46;2026-03-23 13:43:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2022-03-18_11-56_audi-anschlussgarantie-garantiebedingungen_0818.pdf
Kesko vastaus 3.2.2026;2022-03-23_06-43_Nayttokuva 2022-3-22 kello 17.51.01.png;.png;435.76;2026-03-23 13:43:46;2026-03-23 13:43:46;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2022-03-23_06-43_Nayttokuva 2022-3-22 kello 17.51.01.png
Kesko vastaus 3.2.2026;2023-11-08_16-02_Sample Name plate of SHSQN508 ENP power.jpg;.jpg;214.68;2026-03-23 13:43:57;2026-03-23 13:43:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2023-11-08_16-02_Sample Name plate of SHSQN508 ENP power.jpg
Kesko vastaus 3.2.2026;2023-11-08_16-02_SHSQN660100.pdf;.pdf;693.62;2026-03-23 13:43:57;2026-03-23 13:43:57;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2023-11-08_16-02_SHSQN660100.pdf
Kesko vastaus 3.2.2026;2025-01-16_17-18_Näyttökuva 2025-01-16 kello 16.20.45.png;.png;1500.32;2026-03-23 13:44:08;2026-03-23 13:44:08;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-01-16_17-18_Näyttökuva 2025-01-16 kello 16.20.45.png
Kesko vastaus 3.2.2026;2025-02-11_11-08_image.png;.png;7.28;2026-03-23 13:42:50;2026-03-23 13:42:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-11_11-08_image.png
Kesko vastaus 3.2.2026;2025-02-11_11-46_image.png;.png;7.28;2026-03-23 13:42:50;2026-03-23 13:42:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-11_11-46_image.png
Kesko vastaus 3.2.2026;2025-02-11_12-19_image.png;.png;7.28;2026-03-23 13:42:50;2026-03-23 13:42:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-11_12-19_image.png
Kesko vastaus 3.2.2026;2025-02-12_09-02_image.png;.png;7.28;2026-03-23 13:42:50;2026-03-23 13:42:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-12_09-02_image.png
Kesko vastaus 3.2.2026;2025-02-12_10-36_image.png;.png;7.28;2026-03-23 13:42:50;2026-03-23 13:42:50;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-12_10-36_image.png
Kesko vastaus 3.2.2026;2025-02-16_12-31_Error-message.JPG;.jpg;144.53;2026-03-23 13:44:09;2026-03-23 13:44:09;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-16_12-31_Error-message.JPG
Kesko vastaus 3.2.2026;2025-02-23_19-04_20250127085456236.pdf;.pdf;2095.61;2026-03-23 13:44:14;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-23_19-04_20250127085456236.pdf
Kesko vastaus 3.2.2026;2025-02-23_19-04_Näyttökuva 2025-02-20 kello 16.22.07.png;.png;8863.98;2026-03-23 13:44:14;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-23_19-04_Näyttökuva 2025-02-20 kello 16.22.07.png
Kesko vastaus 3.2.2026;2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.57.22.png;.png;352.45;2026-03-23 13:44:14;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.57.22.png
Kesko vastaus 3.2.2026;2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.57.38.png;.png;303.67;2026-03-23 13:44:14;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.57.38.png
Kesko vastaus 3.2.2026;2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.57.54.png;.png;247.36;2026-03-23 13:44:14;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.57.54.png
Kesko vastaus 3.2.2026;2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.58.18.png;.png;287.75;2026-03-23 13:44:14;2026-03-23 13:44:14;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-23_19-04_Näyttökuva 2025-02-23 kello 17.58.18.png
Kesko vastaus 3.2.2026;2025-02-24_16-04_20250127085456236.pdf;.pdf;2095.61;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-24_16-04_20250127085456236.pdf
Kesko vastaus 3.2.2026;2025-02-24_16-04_Näyttökuva 2025-02-20 kello 16.22.07.png;.png;8863.98;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-24_16-04_Näyttökuva 2025-02-20 kello 16.22.07.png
Kesko vastaus 3.2.2026;2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.57.22.png;.png;352.45;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.57.22.png
Kesko vastaus 3.2.2026;2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.57.38.png;.png;303.67;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.57.38.png
Kesko vastaus 3.2.2026;2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.57.54.png;.png;247.36;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.57.54.png
Kesko vastaus 3.2.2026;2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.58.18.png;.png;287.75;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-24_16-04_Näyttökuva 2025-02-23 kello 17.58.18.png
Kesko vastaus 3.2.2026;2025-02-27_12-34_PÖRHÖ Tietopyyntö 27 Hel.pdf;.pdf;42.13;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-27_12-34_PÖRHÖ Tietopyyntö 27 Hel.pdf
Kesko vastaus 3.2.2026;2025-02-27_14-59_PÖRHÖ Tietopyyntö 27 Hel.pdf;.pdf;42.13;2026-03-23 13:42:56;2026-03-23 13:42:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-27_14-59_PÖRHÖ Tietopyyntö 27 Hel.pdf
Kesko vastaus 3.2.2026;2025-02-27_15-35_Vastaus Pörhö Autoliike Oy 27.2.2025.pdf;.pdf;31.22;2026-03-23 13:44:16;2026-03-23 13:44:16;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-02-27_15-35_Vastaus Pörhö Autoliike Oy 27.2.2025.pdf
Kesko vastaus 3.2.2026;2025-03-06_00-29_Hakemistorakenne Markus omatuotanto.pdf;.pdf;30.61;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_Hakemistorakenne Markus omatuotanto.pdf
Kesko vastaus 3.2.2026;2025-03-06_00-29_Johanna Ali ja LinkedIN viesti 1..png;.png;352.45;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_Johanna Ali ja LinkedIN viesti 1..png
Kesko vastaus 3.2.2026;2025-03-06_00-29_Johanna Ali ja LinkedIN viesti 2.png;.png;303.67;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_Johanna Ali ja LinkedIN viesti 2.png
Kesko vastaus 3.2.2026;2025-03-06_00-29_Johanna Ali ja LinkedIN viesti 3.png;.png;247.36;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_Johanna Ali ja LinkedIN viesti 3.png
Kesko vastaus 3.2.2026;2025-03-06_00-29_Johanna Ali ja LinkedIN viesti sekä yksi kuva VCDS-raportin sivusta.png;.png;1383.72;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_Johanna Ali ja LinkedIN viesti sekä yksi kuva VCDS-raportin sivusta.png
Kesko vastaus 3.2.2026;2025-03-06_00-29_KRL-valitus.pdf;.pdf;71.55;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_KRL-valitus.pdf
Kesko vastaus 3.2.2026;2025-03-06_00-29_Santader kuva Anya.PNG;.png;1077.87;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-06_00-29_Santader kuva Anya.PNG
Kesko vastaus 3.2.2026;2025-03-08_17-59_Audi_AG_Kirje_Suomi_Saksa.pdf;.pdf;4.31;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-08_17-59_Audi_AG_Kirje_Suomi_Saksa.pdf
Kesko vastaus 3.2.2026;2025-03-08_17-59_Porho_Tietopyynto_Vastaus.pdf;.pdf;2.99;2026-03-23 13:44:17;2026-03-23 13:44:17;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-08_17-59_Porho_Tietopyynto_Vastaus.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Audi_AG_Kirje_Suomi_Saksa.pdf;.pdf;4.31;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Audi_AG_Kirje_Suomi_Saksa.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Kesko SpeakUp-vastaus Harri Spolander 2.png;.png;192.24;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Kesko SpeakUp-vastaus Harri Spolander 2.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Kesko SpeakUp-vastaus Harri Spolander.png;.png;254.91;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Kesko SpeakUp-vastaus Harri Spolander.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Lasku käsirahasta Ramis Auto.pdf;.pdf;88.98;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Lasku käsirahasta Ramis Auto.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Näyttökuva 2025-02-20 kello 16.21.24.png;.png;608.26;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Näyttökuva 2025-02-20 kello 16.21.24.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Näyttökuva 2025-02-20 kello 16.22.07.png;.png;8863.98;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Näyttökuva 2025-02-20 kello 16.22.07.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Näyttökuva 2025-02-23 kello 17.57.22.png;.png;352.45;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Näyttökuva 2025-02-23 kello 17.57.22.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Näyttökuva 2025-02-23 kello 17.57.54.png;.png;247.36;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Näyttökuva 2025-02-23 kello 17.57.54.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Näyttökuva 2025-02-23 kello 17.58.18.png;.png;287.75;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Näyttökuva 2025-02-23 kello 17.58.18.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_Näyttökuva 2025-02-25 kello 15.15.23.png;.png;535.18;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Näyttökuva 2025-02-25 kello 15.15.23.png
Kesko vastaus 3.2.2026;2025-03-10_17-01_PÖRHÖ Tietopyyntö 27 Hel.pdf;.pdf;42.13;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_PÖRHÖ Tietopyyntö 27 Hel.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Santander Osamaksu Ramis Auto.pdf;.pdf;143.52;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Santander Osamaksu Ramis Auto.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Täydennys KRL 10.3.2025 Markus Kaprio.pdf;.pdf;48.99;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Täydennys KRL 10.3.2025 Markus Kaprio.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Vastaus Pörhö Autoliike Oy 27.2.2025.pdf;.pdf;31.22;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Vastaus Pörhö Autoliike Oy 27.2.2025.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-01_Vastaus Pörhö Autoliike Oy laiminlyöntiin.pdf;.pdf;64.68;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-01_Vastaus Pörhö Autoliike Oy laiminlyöntiin.pdf
Kesko vastaus 3.2.2026;2025-03-10_17-17_Kesko SpeakUp-vastaus Harri Spolander 2.png;.png;192.24;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-10_17-17_Kesko SpeakUp-vastaus Harri Spolander 2.png
Kesko vastaus 3.2.2026;2025-03-15_14-51_audi-anschlussgarantie-garantiebedingungen_0818.pdf;.pdf;29.79;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-15_14-51_audi-anschlussgarantie-garantiebedingungen_0818.pdf
Kesko vastaus 3.2.2026;2025-03-15_14-51_Error-message.JPG;.jpg;144.53;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-15_14-51_Error-message.JPG
Kesko vastaus 3.2.2026;2025-03-15_14-51_Pörhö garage.JPG;.jpg;298.37;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-15_14-51_Pörhö garage.JPG
Kesko vastaus 3.2.2026;2025-03-31_17-51_AUDI Q7 RZS-139  Markus Kaprio - ajoneuvotiedot valitukseen.pdf;.pdf;775.25;2026-03-23 13:44:19;2026-03-23 13:44:19;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-31_17-51_AUDI Q7 RZS-139  Markus Kaprio - ajoneuvotiedot valitukseen.pdf
Kesko vastaus 3.2.2026;2025-03-31_18-41_AUDI Q7 RZS-139  Markus Kaprio - ajoneuvotiedot valitukseen.pdf;.pdf;775.25;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-31_18-41_AUDI Q7 RZS-139  Markus Kaprio - ajoneuvotiedot valitukseen.pdf
Kesko vastaus 3.2.2026;2025-03-31_18-41_Audi RZS-139 ja virheilmoitus.png;.png;1118.15;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-03-31_18-41_Audi RZS-139 ja virheilmoitus.png
Kesko vastaus 3.2.2026;2025-04-08_11-11_siirtopyyntö ajoneuvo.pdf;.pdf;24.17;2026-03-23 13:42:56;2026-03-23 13:42:56;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-08_11-11_siirtopyyntö ajoneuvo.pdf
Kesko vastaus 3.2.2026;2025-04-13_17-52_10CF53C1-4884-4E03-B6EB-C9A1B18F8B9B.jpg;.jpg;353.88;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_10CF53C1-4884-4E03-B6EB-C9A1B18F8B9B.jpg
Kesko vastaus 3.2.2026;2025-04-13_17-52_20250127085456236.pdf;.pdf;2095.61;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_20250127085456236.pdf
Kesko vastaus 3.2.2026;2025-04-13_17-52_32EA3923-EC58-4B12-BF82-8F676D99A92B.jpg;.jpg;212.59;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_32EA3923-EC58-4B12-BF82-8F676D99A92B.jpg
Kesko vastaus 3.2.2026;2025-04-13_17-52_47C99623-4E38-4C09-A394-DBA6674356E7.jpg;.jpg;329.15;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_47C99623-4E38-4C09-A394-DBA6674356E7.jpg
Kesko vastaus 3.2.2026;2025-04-13_17-52_8CD4E703-3AD0-4C3B-A070-AA17A73F2E21.jpg;.jpg;305.08;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_8CD4E703-3AD0-4C3B-A070-AA17A73F2E21.jpg
Kesko vastaus 3.2.2026;2025-04-13_17-52_8FB2BF36-DEFE-46E1-AD75-AE6F875752EE.jpg;.jpg;349.2;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_8FB2BF36-DEFE-46E1-AD75-AE6F875752EE.jpg
Kesko vastaus 3.2.2026;2025-04-13_17-52_98E62284-637E-422C-8019-D3B2128D113D.jpg;.jpg;357.6;2026-03-23 13:44:20;2026-03-23 13:44:20;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-04-13_17-52_98E62284-637E-422C-8019-D3B2128D113D.jpg
Kesko vastaus 3.2.2026;2025-05-31_12-39_Audi Q7 e-tron  Markus Kaprio finnland.pdf;.pdf;846.36;2026-03-23 13:41:10;2026-03-23 13:41:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-05-31_12-39_Audi Q7 e-tron  Markus Kaprio finnland.pdf
Kesko vastaus 3.2.2026;2025-05-31_12-39_Cp_Cpk_Analyysi_Kohortti1_2025-05-01.pdf.png;.png;158.33;2026-03-23 13:41:10;2026-03-23 13:41:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-05-31_12-39_Cp_Cpk_Analyysi_Kohortti1_2025-05-01.pdf.png
Kesko vastaus 3.2.2026;2025-05-31_12-39_Mittausanalyysi_Kohortti1_2025-05-01.pdf.png;.png;148.79;2026-03-23 13:41:10;2026-03-23 13:41:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-05-31_12-39_Mittausanalyysi_Kohortti1_2025-05-01.pdf.png
Kesko vastaus 3.2.2026;2025-05-31_12-39_Rikkomusindeksi_Kohortti1_2025-05-01.pdf.png;.png;39.6;2026-03-23 13:41:10;2026-03-23 13:41:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-05-31_12-39_Rikkomusindeksi_Kohortti1_2025-05-01.pdf.png
Kesko vastaus 3.2.2026;2025-06-02_15-03_Audi Q7 e-tron  Markus Kaprio finnland.pdf;.pdf;846.36;2026-03-23 13:41:10;2026-03-23 13:41:10;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-06-02_15-03_Audi Q7 e-tron  Markus Kaprio finnland.pdf
Kesko vastaus 3.2.2026;2025-06-02_16-09_Audi Q7 e-tron  Markus Kaprio finnland.pdf;.pdf;846.36;2026-03-23 13:44:21;2026-03-23 13:44:21;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-06-02_16-09_Audi Q7 e-tron  Markus Kaprio finnland.pdf
Kesko vastaus 3.2.2026;2025-06-02_16-09_Vikakoodi 1.png;.png;54.3;2026-03-23 13:44:21;2026-03-23 13:44:21;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-06-02_16-09_Vikakoodi 1.png
Kesko vastaus 3.2.2026;2025-06-02_16-09_Vikakoodi2.png;.png;52.96;2026-03-23 13:44:21;2026-03-23 13:44:21;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-06-02_16-09_Vikakoodi2.png
Kesko vastaus 3.2.2026;2025-06-02_16-09_Vikakoodi3.png;.png;53.49;2026-03-23 13:44:21;2026-03-23 13:44:21;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-06-02_16-09_Vikakoodi3.png
Kesko vastaus 3.2.2026;2025-06-02_16-09_Vikakoodit.png;.png;42.55;2026-03-23 13:44:21;2026-03-23 13:44:21;C:\Users\HP\Desktop\Kesko vastaus 3.2.2026\Repair_Invoices\2025-06-02_16-09_Vikakoodit.png
